,opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value,cycle_duration,quarter_close,account_sector,account_revenue,account_employees,office_location,size_category,manager,regional_office,series,sales_price
166,3U25FK08,Jonathan Berthelot,GTX Basic,Isdom,Won,2016-12-13,2017-03-28,519.0,105.0,Q1 2017,Medical,3178.24,4540,United States,Enterprise,Melvin Marxen,Central,GTX,550
167,CRLK4Z1P,Maureen Marcano,GTX Basic,Kan-code,Won,2016-12-13,2017-03-04,524.0,81.0,Q1 2017,Software,11698.03,34288,United States,Enterprise,Summer Sewald,West,GTX,550
168,OGENAT0L,Zane Levy,GTX Basic,Singletechno,Won,2016-12-13,2017-03-27,552.0,104.0,Q1 2017,Retail,2214.94,5374,United States,Enterprise,Summer Sewald,West,GTX,550
169,F57JWIDF,Gladys Colclough,GTX Plus Basic,Konmatfix,Won,2016-12-14,2017-03-02,970.0,78.0,Q1 2017,Marketing,375.43,1190,United States,Mid-Market,Melvin Marxen,Central,GTX,1096
171,LF8JZ3Q5,Kary Hendrixson,GTX Plus Basic,Hatfan,Won,2016-12-14,2017-03-13,1046.0,89.0,Q1 2017,Services,792.46,1299,United States,Mid-Market,Summer Sewald,West,GTX,1096
172,MRGBSMQ5,Kary Hendrixson,GTX Plus Basic,Sunnamplex,Won,2016-12-14,2017-03-14,988.0,90.0,Q1 2017,Marketing,894.37,1593,Poland,Enterprise,Summer Sewald,West,GTX,1096
173,CBAV8ZJL,Lajuana Vencill,GTX Basic,Codehow,Won,2016-12-14,2017-03-22,547.0,98.0,Q1 2017,Software,2714.9,2641,United States,Enterprise,Dustin Brinkmann,Central,GTX,550
174,6JXHEZYK,Versie Hillebrand,MG Special,Isdom,Won,2016-12-14,2017-03-31,54.0,107.0,Q1 2017,Medical,3178.24,4540,United States,Enterprise,Dustin Brinkmann,Central,MG,55
175,WDHNR2EI,Violet Mclelland,MG Special,Silis,Won,2016-12-14,2017-03-20,57.0,96.0,Q1 2017,Medical,2818.38,6290,United States,Enterprise,Cara Losch,East,MG,55
176,4K750D6F,Violet Mclelland,MG Special,Yearin,Won,2016-12-14,2017-03-18,55.0,94.0,Q1 2017,Retail,2261.05,3851,United States,Enterprise,Cara Losch,East,MG,55
177,94GI0ZJ7,Anna Snelling,GTX Plus Pro,Stanredtax,Won,2016-12-15,2017-03-15,5765.0,90.0,Q1 2017,Finance,1698.2,3798,United States,Enterprise,Dustin Brinkmann,Central,GTX,5482
178,TODG6DEK,Daniell Hammack,GTX Basic,Bioplex,Won,2016-12-15,2017-03-16,639.0,91.0,Q1 2017,Medical,326.82,1016,United States,Mid-Market,Rocco Neubert,East,GTX,550
181,JZOKHHWN,Donn Cantrell,GTX Plus Basic,Opentech,Won,2016-12-16,2017-03-07,1037.0,81.0,Q1 2017,Finance,355.23,853,United States,Mid-Market,Rocco Neubert,East,GTX,1096
182,EH6I67I0,James Ascencio,GTX Basic,Plexzap,Won,2016-12-16,2017-03-15,537.0,89.0,Q1 2017,Retail,2437.85,4874,United States,Enterprise,Summer Sewald,West,GTX,550
183,OT87JDWO,Lajuana Vencill,GTX Basic,Konmatfix,Won,2016-12-16,2017-03-24,560.0,98.0,Q1 2017,Marketing,375.43,1190,United States,Mid-Market,Dustin Brinkmann,Central,GTX,550
184,YHKT6YJ7,Moses Frase,GTX Basic,dambase,Won,2016-12-16,2017-03-13,589.0,87.0,Q1 2017,Marketing,2173.98,2928,United States,Enterprise,Dustin Brinkmann,Central,GTX,550
185,H78I3TAY,Reed Clapper,GTX Basic,Mathtouch,Won,2016-12-16,2017-03-14,493.0,88.0,Q1 2017,Marketing,3027.46,9516,Jordan,Enterprise,Rocco Neubert,East,GTX,550
186,1ROC43JK,Versie Hillebrand,MG Special,Betatech,Won,2016-12-16,2017-03-08,50.0,82.0,Q1 2017,Medical,647.18,1185,Kenya,Mid-Market,Dustin Brinkmann,Central,MG,55
187,LPZLQL48,Vicki Laflamme,GTX Basic,Y-corporation,Won,2016-12-16,2017-03-28,492.0,102.0,Q1 2017,Employment,2871.35,9561,United States,Enterprise,Celia Rouche,West,GTX,550
188,3KR50X38,Corliss Cosme,GTX Plus Basic,Konex,Won,2016-12-17,2017-03-13,1255.0,86.0,Q1 2017,Technolgy,7708.38,13756,United States,Enterprise,Cara Losch,East,GTX,1096
189,Q3WLHRE9,Darcel Schlecht,GTX Basic,Statholdings,Won,2016-12-17,2017-03-04,463.0,77.0,Q1 2017,Employment,291.27,586,United States,SMB,Melvin Marxen,Central,GTX,550
191,NQU62K1H,Donn Cantrell,GTX Basic,Zencorporation,Won,2016-12-17,2017-03-12,605.0,85.0,Q1 2017,Technolgy,40.79,142,China,SMB,Rocco Neubert,East,GTX,550
192,NAQKOU0T,Hayden Neloms,GTX Plus Basic,Fasehatice,Won,2016-12-17,2017-03-20,1315.0,93.0,Q1 2017,Retail,4968.91,7523,United States,Enterprise,Celia Rouche,West,GTX,1096
193,I3V3GUAI,Lajuana Vencill,GTX Basic,Zumgoity,Won,2016-12-17,2017-03-02,559.0,75.0,Q1 2017,Medical,441.08,1210,United States,Mid-Market,Dustin Brinkmann,Central,GTX,550
194,PN4VJDXY,Moses Frase,GTX Basic,Rundofase,Won,2016-12-17,2017-03-28,557.0,101.0,Q1 2017,Technolgy,1008.06,1238,United States,Mid-Market,Dustin Brinkmann,Central,GTX,550
195,K9D4DQ3R,Rosie Papadopoulos,MG Special,Vehement Capital Partners,Won,2016-12-17,2017-03-02,48.0,75.0,Q1 2017,Finance,646.1,883,United States,Mid-Market,Cara Losch,East,MG,55
196,9X6V79KE,Versie Hillebrand,GTX Plus Pro,Isdom,Won,2016-12-17,2017-03-25,6282.0,98.0,Q1 2017,Medical,3178.24,4540,United States,Enterprise,Dustin Brinkmann,Central,GTX,5482
197,W1KLFNE4,Anna Snelling,MG Advanced,Isdom,Won,2016-12-18,2017-03-02,3246.0,74.0,Q1 2017,Medical,3178.24,4540,United States,Enterprise,Dustin Brinkmann,Central,MG,3393
198,GD2OCW12,Darcel Schlecht,GTX Basic,Finhigh,Won,2016-12-18,2017-03-14,514.0,86.0,Q1 2017,Finance,1102.43,1759,United States,Enterprise,Melvin Marxen,Central,GTX,550
199,6XO4RYXK,Donn Cantrell,GTX Plus Basic,Silis,Won,2016-12-18,2017-03-15,1132.0,87.0,Q1 2017,Medical,2818.38,6290,United States,Enterprise,Rocco Neubert,East,GTX,1096
200,18Y7GRPW,Garret Kinder,GTX Plus Pro,Silis,Won,2016-12-18,2017-03-21,5918.0,93.0,Q1 2017,Medical,2818.38,6290,United States,Enterprise,Cara Losch,East,GTX,5482
204,NLB4D5BQ,Versie Hillebrand,MG Advanced,Gogozoom,Won,2016-12-18,2017-03-24,2955.0,96.0,Q1 2017,Telecommunications,86.68,187,United States,SMB,Dustin Brinkmann,Central,MG,3393
205,YZGDW4G1,Violet Mclelland,MG Special,Initech,Won,2016-12-18,2017-03-14,64.0,86.0,Q1 2017,Telecommunications,6395.05,20275,United States,Enterprise,Cara Losch,East,MG,55
208,LXXW3TRW,Elease Gluck,GTX Plus Basic,Scotfind,Won,2016-12-19,2017-03-18,1164.0,89.0,Q1 2017,Software,6354.87,16780,United States,Enterprise,Celia Rouche,West,GTX,1096
209,8KJ3H262,Elease Gluck,MG Special,Singletechno,Won,2016-12-19,2017-03-07,65.0,78.0,Q1 2017,Retail,2214.94,5374,United States,Enterprise,Celia Rouche,West,MG,55
211,UYP3NNU6,Kami Bicknell,GTX Basic,Groovestreet,Won,2016-12-19,2017-03-16,441.0,87.0,Q1 2017,Retail,223.8,299,United States,SMB,Summer Sewald,West,GTX,550
214,3EL8D4WO,Darcel Schlecht,MG Advanced,Codehow,Won,2016-12-20,2017-03-25,3269.0,95.0,Q1 2017,Software,2714.9,2641,United States,Enterprise,Melvin Marxen,Central,MG,3393
215,VOAN1NXG,Donn Cantrell,GTX Basic,Kinnamplus,Won,2016-12-20,2017-03-12,579.0,82.0,Q1 2017,Retail,702.72,1831,United States,Enterprise,Rocco Neubert,East,GTX,550
218,FKAFO8O9,Kary Hendrixson,MG Special,Xx-holding,Won,2016-12-20,2017-03-31,51.0,101.0,Q1 2017,Finance,7537.24,20293,United States,Enterprise,Summer Sewald,West,MG,55
219,1XBC7M9F,Markita Hansen,MG Special,Faxquote,Won,2016-12-20,2017-03-08,64.0,78.0,Q1 2017,Telecommunications,1825.82,5595,United States,Enterprise,Celia Rouche,West,MG,55
220,8IXBS90G,Rosie Papadopoulos,MG Special,Donware,Won,2016-12-20,2017-03-08,60.0,78.0,Q1 2017,Marketing,1197.44,2570,United States,Enterprise,Cara Losch,East,MG,55
221,2X45BEOS,Cassey Cress,GTX Plus Basic,Ganjaflex,Won,2016-12-21,2017-03-27,1186.0,96.0,Q1 2017,Retail,5158.71,17479,Japan,Enterprise,Rocco Neubert,East,GTX,1096
222,EQ8X0QTL,Corliss Cosme,MG Advanced,Yearin,Won,2016-12-21,2017-03-09,3577.0,78.0,Q1 2017,Retail,2261.05,3851,United States,Enterprise,Cara Losch,East,MG,3393
223,5QD53WHF,Daniell Hammack,GTX Plus Basic,Donquadtech,Won,2016-12-21,2017-03-07,1020.0,76.0,Q1 2017,Technolgy,1712.68,3194,United States,Enterprise,Rocco Neubert,East,GTX,1096
224,79EABK3X,Hayden Neloms,MG Special,Zoomit,Won,2016-12-21,2017-03-23,53.0,92.0,Q1 2017,Entertainment,324.19,978,United States,Mid-Market,Celia Rouche,West,MG,55
227,62AK8UWX,Moses Frase,GTX Basic,Codehow,Won,2016-12-21,2017-03-22,546.0,91.0,Q1 2017,Software,2714.9,2641,United States,Enterprise,Dustin Brinkmann,Central,GTX,550
228,5QM4ORNT,Niesha Huffines,GTX Plus Basic,Domzoom,Won,2016-12-21,2017-03-21,1212.0,90.0,Q1 2017,Entertainment,217.87,551,United States,SMB,Melvin Marxen,Central,GTX,1096
231,N5AZLQZR,Gladys Colclough,GTX Plus Pro,Dontechi,Won,2016-12-22,2017-03-14,5533.0,82.0,Q1 2017,Software,4618.0,10083,United States,Enterprise,Melvin Marxen,Central,GTX,5482
232,4T295XQL,Kami Bicknell,MG Advanced,Finjob,Won,2016-12-22,2017-03-01,3295.0,69.0,Q1 2017,Employment,2059.9,3644,United States,Enterprise,Summer Sewald,West,MG,3393
233,YFS5KLJJ,Rosalina Dieter,MG Special,Finjob,Won,2016-12-22,2017-03-31,45.0,99.0,Q1 2017,Employment,2059.9,3644,United States,Enterprise,Celia Rouche,West,MG,55
234,S8GLKDB9,Violet Mclelland,MG Special,Bioplex,Won,2016-12-22,2017-03-04,56.0,72.0,Q1 2017,Medical,326.82,1016,United States,Mid-Market,Cara Losch,East,MG,55
236,M0JKP0HT,Gladys Colclough,MG Advanced,Isdom,Won,2016-12-23,2017-03-13,3440.0,80.0,Q1 2017,Medical,3178.24,4540,United States,Enterprise,Melvin Marxen,Central,MG,3393
237,3X8VLQ5G,Jonathan Berthelot,GTX Basic,Cancity,Won,2016-12-23,2017-03-12,469.0,79.0,Q1 2017,Retail,718.62,2448,United States,Enterprise,Melvin Marxen,Central,GTX,550
238,EZLXL6GL,Moses Frase,MG Special,Isdom,Won,2016-12-23,2017-03-07,58.0,74.0,Q1 2017,Medical,3178.24,4540,United States,Enterprise,Dustin Brinkmann,Central,MG,55
239,R8PEL8V8,Cecily Lampkin,MG Advanced,Isdom,Won,2016-12-24,2017-03-16,2955.0,82.0,Q1 2017,Medical,3178.24,4540,United States,Enterprise,Dustin Brinkmann,Central,MG,3393
240,L1R32S8H,Corliss Cosme,GTX Plus Pro,Condax,Won,2016-12-24,2017-03-26,5228.0,92.0,Q1 2017,Medical,4.54,9,United States,SMB,Cara Losch,East,GTX,5482
241,J7N8J8NM,Darcel Schlecht,MG Advanced,Toughzap,Won,2016-12-24,2017-03-14,3358.0,80.0,Q1 2017,Retail,332.43,799,United States,Mid-Market,Melvin Marxen,Central,MG,3393
243,A051G1B4,Jonathan Berthelot,GTX Basic,Codehow,Won,2016-12-24,2017-03-31,517.0,97.0,Q1 2017,Software,2714.9,2641,United States,Enterprise,Melvin Marxen,Central,GTX,550
244,NMDMM5YJ,Moses Frase,GTX Basic,Dontechi,Won,2016-12-24,2017-03-03,615.0,69.0,Q1 2017,Software,4618.0,10083,United States,Enterprise,Dustin Brinkmann,Central,GTX,550
246,I93ZFHEM,Versie Hillebrand,MG Special,Condax,Won,2016-12-24,2017-03-08,62.0,74.0,Q1 2017,Medical,4.54,9,United States,SMB,Dustin Brinkmann,Central,MG,55
247,B2VJCVBB,Darcel Schlecht,GTX Plus Pro,Isdom,Won,2016-12-25,2017-03-13,4711.0,78.0,Q1 2017,Medical,3178.24,4540,United States,Enterprise,Melvin Marxen,Central,GTX,5482
248,PC78RLUX,Garret Kinder,GTX Basic,Yearin,Won,2016-12-25,2017-03-30,510.0,95.0,Q1 2017,Retail,2261.05,3851,United States,Enterprise,Cara Losch,East,GTX,550
249,OWM3BPGW,Hayden Neloms,GTX Plus Basic,Green-Plus,Won,2016-12-25,2017-03-17,926.0,82.0,Q1 2017,Services,692.19,1922,United States,Enterprise,Celia Rouche,West,GTX,1096
250,RP5PS9A5,Lajuana Vencill,MG Special,Betatech,Won,2016-12-25,2017-03-10,56.0,75.0,Q1 2017,Medical,647.18,1185,Kenya,Mid-Market,Dustin Brinkmann,Central,MG,55
252,F2PW7WP2,Violet Mclelland,MG Special,Ontomedia,Won,2016-12-25,2017-03-05,47.0,70.0,Q1 2017,Employment,882.12,2769,United States,Enterprise,Cara Losch,East,MG,55
254,U4LRR9E9,James Ascencio,GTX Plus Pro,Nam-zim,Won,2016-12-26,2017-03-10,6490.0,74.0,Q1 2017,Services,405.59,1179,Brazil,Mid-Market,Summer Sewald,West,GTX,5482
256,9N55D1AH,Niesha Huffines,MG Advanced,Treequote,Won,2016-12-26,2017-03-02,3841.0,66.0,Q1 2017,Telecommunications,5266.09,8595,United States,Enterprise,Melvin Marxen,Central,MG,3393
257,WI4PODA2,Kary Hendrixson,GTX Plus Pro,Faxquote,Won,2016-12-27,2017-03-15,5256.0,78.0,Q1 2017,Telecommunications,1825.82,5595,United States,Enterprise,Summer Sewald,West,GTX,5482
260,MZAN11FT,Anna Snelling,GTX Basic,Conecom,Won,2016-12-28,2017-03-01,625.0,63.0,Q1 2017,Technolgy,1520.66,1806,United States,Enterprise,Dustin Brinkmann,Central,GTX,550
261,MOLGOSGE,Kary Hendrixson,GTX Plus Pro,Konex,Won,2016-12-28,2017-03-13,5515.0,75.0,Q1 2017,Technolgy,7708.38,13756,United States,Enterprise,Summer Sewald,West,GTX,5482
262,FA1VHZSV,Reed Clapper,MG Special,Vehement Capital Partners,Won,2016-12-28,2017-03-16,57.0,78.0,Q1 2017,Finance,646.1,883,United States,Mid-Market,Rocco Neubert,East,MG,55
263,PXQEX039,Versie Hillebrand,MG Special,Konmatfix,Won,2016-12-28,2017-03-28,51.0,90.0,Q1 2017,Marketing,375.43,1190,United States,Mid-Market,Dustin Brinkmann,Central,MG,55
264,RX56S6G3,Vicki Laflamme,MG Advanced,Fasehatice,Won,2016-12-28,2017-03-13,3803.0,75.0,Q1 2017,Retail,4968.91,7523,United States,Enterprise,Celia Rouche,West,MG,3393
265,G4F8W039,Anna Snelling,GTX Plus Pro,Rundofase,Won,2016-12-29,2017-03-27,5459.0,88.0,Q1 2017,Technolgy,1008.06,1238,United States,Mid-Market,Dustin Brinkmann,Central,GTX,5482
266,4T31MWVO,Anna Snelling,MG Advanced,Stanredtax,Won,2016-12-29,2017-03-23,4148.0,84.0,Q1 2017,Finance,1698.2,3798,United States,Enterprise,Dustin Brinkmann,Central,MG,3393
267,83XN082U,Corliss Cosme,GTX Plus Pro,Ganjaflex,Won,2016-12-29,2017-03-23,5002.0,84.0,Q1 2017,Retail,5158.71,17479,Japan,Enterprise,Cara Losch,East,GTX,5482
268,J21W3WIW,Corliss Cosme,MG Advanced,Gekko & Co,Won,2016-12-29,2017-03-03,3351.0,64.0,Q1 2017,Retail,2520.83,3502,United States,Enterprise,Cara Losch,East,MG,3393
269,52UPJFYI,Gladys Colclough,GTX Basic,Domzoom,Won,2016-12-29,2017-03-19,571.0,80.0,Q1 2017,Entertainment,217.87,551,United States,SMB,Melvin Marxen,Central,GTX,550
270,QOL51JIB,James Ascencio,GTX Basic,Goodsilron,Won,2016-12-29,2017-03-10,601.0,71.0,Q1 2017,Marketing,2952.73,5107,United States,Enterprise,Summer Sewald,West,GTX,550
271,93AGN8A6,Markita Hansen,GTX Basic,Zoomit,Won,2016-12-29,2017-03-13,576.0,74.0,Q1 2017,Entertainment,324.19,978,United States,Mid-Market,Celia Rouche,West,GTX,550
272,J7UNJFJL,Marty Freudenburg,MG Special,Funholding,Won,2016-12-29,2017-03-03,52.0,64.0,Q1 2017,Finance,2819.5,7227,United States,Enterprise,Melvin Marxen,Central,MG,55
273,A4H5ESTU,Maureen Marcano,GTX Plus Basic,Fasehatice,Won,2016-12-29,2017-03-13,1185.0,74.0,Q1 2017,Retail,4968.91,7523,United States,Enterprise,Summer Sewald,West,GTX,1096
275,4501T63I,Rosalina Dieter,MG Special,Plexzap,Won,2016-12-29,2017-03-14,56.0,75.0,Q1 2017,Retail,2437.85,4874,United States,Enterprise,Celia Rouche,West,MG,55
276,FPNGEJRC,Violet Mclelland,MG Special,Opentech,Won,2016-12-29,2017-03-29,54.0,90.0,Q1 2017,Finance,355.23,853,United States,Mid-Market,Cara Losch,East,MG,55
277,Q7IRUJK7,Anna Snelling,GTX Plus Pro,Codehow,Won,2017-01-01,2017-03-01,5087.0,59.0,Q1 2017,Software,2714.9,2641,United States,Enterprise,Dustin Brinkmann,Central,GTX,5482
278,DTZPYISJ,Daniell Hammack,GTX Plus Basic,Opentech,Won,2017-01-01,2017-03-19,1116.0,77.0,Q1 2017,Finance,355.23,853,United States,Mid-Market,Rocco Neubert,East,GTX,1096
279,Y9HWSG8Z,Darcel Schlecht,GTX Basic,Gogozoom,Won,2017-01-01,2017-03-20,510.0,78.0,Q1 2017,Telecommunications,86.68,187,United States,SMB,Melvin Marxen,Central,GTX,550
280,JOQCXC9Z,Jonathan Berthelot,GTX Basic,Streethex,Won,2017-01-01,2017-03-16,565.0,74.0,Q1 2017,Retail,1376.8,1165,Belgium,Mid-Market,Melvin Marxen,Central,GTX,550
281,AP7PCLAZ,Kami Bicknell,GTX Basic,Finjob,Won,2017-01-01,2017-03-26,633.0,84.0,Q1 2017,Employment,2059.9,3644,United States,Enterprise,Summer Sewald,West,GTX,550
282,BIE471SO,Reed Clapper,MG Advanced,Xx-zobam,Won,2017-01-01,2017-03-29,3962.0,87.0,Q1 2017,Entertainment,3838.39,8274,United States,Enterprise,Rocco Neubert,East,MG,3393
283,UA8AWDG4,Vicki Laflamme,MG Advanced,Y-corporation,Won,2017-01-01,2017-03-22,3672.0,80.0,Q1 2017,Employment,2871.35,9561,United States,Enterprise,Celia Rouche,West,MG,3393
285,PC1NUL8Q,Anna Snelling,MG Special,Hottechi,Won,2017-01-02,2017-03-02,60.0,59.0,Q1 2017,Technolgy,8170.38,16499,Korea,Enterprise,Dustin Brinkmann,Central,MG,55
287,F1X5ZJ7V,Jonathan Berthelot,GTX Basic,Dontechi,Won,2017-01-02,2017-05-04,572.0,122.0,Q2 2017,Software,4618.0,10083,United States,Enterprise,Melvin Marxen,Central,GTX,550
288,IF7MJ88P,Kary Hendrixson,GTX Basic,Goodsilron,Won,2017-01-02,2017-03-01,550.0,58.0,Q1 2017,Marketing,2952.73,5107,United States,Enterprise,Summer Sewald,West,GTX,550
289,12MQ3WM8,Marty Freudenburg,MG Advanced,Zumgoity,Won,2017-01-02,2017-03-10,3647.0,67.0,Q1 2017,Medical,441.08,1210,United States,Mid-Market,Melvin Marxen,Central,MG,3393
290,91M6FY8S,Moses Frase,GTX Basic,Dontechi,Won,2017-01-02,2017-03-21,573.0,78.0,Q1 2017,Software,4618.0,10083,United States,Enterprise,Dustin Brinkmann,Central,GTX,550
291,0LNZRNEU,Violet Mclelland,GTX Basic,Zencorporation,Won,2017-01-02,2017-03-29,542.0,86.0,Q1 2017,Technolgy,40.79,142,China,SMB,Cara Losch,East,GTX,550
292,NKOKUS7D,Cassey Cress,MG Advanced,Donware,Won,2017-01-03,2017-03-12,3479.0,68.0,Q1 2017,Marketing,1197.44,2570,United States,Enterprise,Rocco Neubert,East,MG,3393
294,I4UCA7CU,Darcel Schlecht,GTX Plus Basic,Stanredtax,Won,2017-01-03,2017-03-21,1012.0,77.0,Q1 2017,Finance,1698.2,3798,United States,Enterprise,Melvin Marxen,Central,GTX,1096
295,1LI7ETNZ,James Ascencio,GTX Plus Basic,Doncon,Won,2017-01-03,2017-03-06,990.0,62.0,Q1 2017,Technolgy,587.72,1501,United States,Enterprise,Summer Sewald,West,GTX,1096
297,IRB461Y7,Kary Hendrixson,GTX Plus Basic,Xx-holding,Won,2017-01-03,2017-03-30,1054.0,86.0,Q1 2017,Finance,7537.24,20293,United States,Enterprise,Summer Sewald,West,GTX,1096
298,NM2Q3CGW,Vicki Laflamme,MG Special,Scotfind,Won,2017-01-03,2017-03-15,55.0,71.0,Q1 2017,Software,6354.87,16780,United States,Enterprise,Celia Rouche,West,MG,55
300,5E14LG51,Boris Faz,GTX Plus Basic,Iselectrics,Won,2017-01-04,2017-03-25,1073.0,80.0,Q1 2017,Technolgy,527.11,1428,United States,Mid-Market,Rocco Neubert,East,GTX,1096
302,CRX91A45,Kary Hendrixson,GTX Basic,Faxquote,Won,2017-01-04,2017-03-16,586.0,71.0,Q1 2017,Telecommunications,1825.82,5595,United States,Enterprise,Summer Sewald,West,GTX,550
303,SV4SOO2K,Vicki Laflamme,GTX Plus Basic,Hottechi,Won,2017-01-04,2017-03-28,880.0,83.0,Q1 2017,Technolgy,8170.38,16499,Korea,Enterprise,Celia Rouche,West,GTX,1096
304,ITHR5WLF,Vicki Laflamme,MG Advanced,Plexzap,Won,2017-01-04,2017-03-12,3676.0,67.0,Q1 2017,Retail,2437.85,4874,United States,Enterprise,Celia Rouche,West,MG,3393
309,1G866GH4,Darcel Schlecht,MG Special,Toughzap,Won,2017-01-06,2017-03-17,56.0,70.0,Q1 2017,Retail,332.43,799,United States,Mid-Market,Melvin Marxen,Central,MG,55
311,Q5CABPMO,Gladys Colclough,MG Special,Funholding,Won,2017-01-06,2017-03-23,44.0,76.0,Q1 2017,Finance,2819.5,7227,United States,Enterprise,Melvin Marxen,Central,MG,55
312,HHBA93J5,Kary Hendrixson,GTX Basic,Konex,Won,2017-01-06,2017-03-27,532.0,80.0,Q1 2017,Technolgy,7708.38,13756,United States,Enterprise,Summer Sewald,West,GTX,550
316,BBC3JB3H,Anna Snelling,GTX Basic,Isdom,Won,2017-01-07,2017-03-08,622.0,60.0,Q1 2017,Medical,3178.24,4540,United States,Enterprise,Dustin Brinkmann,Central,GTX,550
318,OX4P78HP,Corliss Cosme,GTX Plus Basic,Xx-zobam,Won,2017-01-07,2017-03-16,1257.0,68.0,Q1 2017,Entertainment,3838.39,8274,United States,Enterprise,Cara Losch,East,GTX,1096
319,72LNJRY9,Maureen Marcano,GTX Plus Basic,Lexiqvolax,Won,2017-01-07,2017-03-25,1135.0,77.0,Q1 2017,Medical,1618.89,3889,United States,Enterprise,Summer Sewald,West,GTX,1096
321,S24L8LVR,Anna Snelling,GTX Plus Pro,dambase,Won,2017-01-08,2017-03-18,5210.0,69.0,Q1 2017,Marketing,2173.98,2928,United States,Enterprise,Dustin Brinkmann,Central,GTX,5482
322,JXWXEJXE,Lajuana Vencill,MG Special,Ron-tech,Won,2017-01-08,2017-03-27,47.0,78.0,Q1 2017,Medical,3922.42,6837,United States,Enterprise,Dustin Brinkmann,Central,MG,55
323,W2JCRPLX,Markita Hansen,MG Advanced,Konex,Won,2017-01-08,2017-03-22,3220.0,73.0,Q1 2017,Technolgy,7708.38,13756,United States,Enterprise,Celia Rouche,West,MG,3393
325,1M2I2NXQ,Rosie Papadopoulos,MG Special,Donware,Won,2017-01-08,2017-03-26,47.0,77.0,Q1 2017,Marketing,1197.44,2570,United States,Enterprise,Cara Losch,East,MG,55
327,54EGR0AD,Violet Mclelland,MG Special,Yearin,Won,2017-01-08,2017-03-25,63.0,76.0,Q1 2017,Retail,2261.05,3851,United States,Enterprise,Cara Losch,East,MG,55
328,VT5Y73GX,Anna Snelling,MG Special,Betatech,Won,2017-01-09,2017-03-15,56.0,65.0,Q1 2017,Medical,647.18,1185,Kenya,Mid-Market,Dustin Brinkmann,Central,MG,55
329,8O9V7UOZ,Anna Snelling,MG Special,Rundofase,Won,2017-01-09,2017-03-01,65.0,51.0,Q1 2017,Technolgy,1008.06,1238,United States,Mid-Market,Dustin Brinkmann,Central,MG,55
330,GIIC5H9X,Boris Faz,GTX Plus Pro,Donquadtech,Won,2017-01-09,2017-03-19,5743.0,69.0,Q1 2017,Technolgy,1712.68,3194,United States,Enterprise,Rocco Neubert,East,GTX,5482
331,9WMU7YHD,Cassey Cress,MG Special,Mathtouch,Won,2017-01-09,2017-03-03,53.0,53.0,Q1 2017,Marketing,3027.46,9516,Jordan,Enterprise,Rocco Neubert,East,MG,55
332,8BQMFR86,Corliss Cosme,GTX Plus Pro,Betasoloin,Won,2017-01-09,2017-03-30,4974.0,80.0,Q1 2017,Medical,251.41,495,United States,SMB,Cara Losch,East,GTX,5482
333,DDCC6ZPK,Donn Cantrell,MG Advanced,Ontomedia,Won,2017-01-09,2017-03-25,3892.0,75.0,Q1 2017,Employment,882.12,2769,United States,Enterprise,Rocco Neubert,East,MG,3393
334,FKS9MVF6,Jonathan Berthelot,GTX Basic,Inity,Won,2017-01-09,2017-03-02,504.0,52.0,Q1 2017,Marketing,2403.58,8801,United States,Enterprise,Melvin Marxen,Central,GTX,550
335,HF8ABDF6,Rosalina Dieter,MG Advanced,Xx-holding,Won,2017-01-09,2017-03-29,3145.0,79.0,Q1 2017,Finance,7537.24,20293,United States,Enterprise,Celia Rouche,West,MG,3393
336,SIRC44NM,Vicki Laflamme,GTX Basic,Finjob,Won,2017-01-09,2017-03-27,564.0,77.0,Q1 2017,Employment,2059.9,3644,United States,Enterprise,Celia Rouche,West,GTX,550
337,7S6SHJJG,Zane Levy,GTX Plus Basic,Fasehatice,Won,2017-01-09,2017-03-14,1117.0,64.0,Q1 2017,Retail,4968.91,7523,United States,Enterprise,Summer Sewald,West,GTX,1096
338,ZE84UHHB,Anna Snelling,MG Special,Inity,Won,2017-01-10,2017-03-26,59.0,75.0,Q1 2017,Marketing,2403.58,8801,United States,Enterprise,Dustin Brinkmann,Central,MG,55
339,2R3ZA84D,Darcel Schlecht,MG Special,Finhigh,Won,2017-01-10,2017-03-28,52.0,77.0,Q1 2017,Finance,1102.43,1759,United States,Enterprise,Melvin Marxen,Central,MG,55
340,T5C527Z9,Kary Hendrixson,GTX Plus Basic,Singletechno,Won,2017-01-10,2017-03-08,1095.0,57.0,Q1 2017,Retail,2214.94,5374,United States,Enterprise,Summer Sewald,West,GTX,1096
342,AEBF9M5T,Lajuana Vencill,GTX Basic,Ron-tech,Won,2017-01-10,2017-03-30,489.0,79.0,Q1 2017,Medical,3922.42,6837,United States,Enterprise,Dustin Brinkmann,Central,GTX,550
344,EV46ES18,Markita Hansen,GTX Plus Pro,Golddex,Won,2017-01-10,2017-03-16,5908.0,65.0,Q1 2017,Finance,52.5,165,United States,SMB,Celia Rouche,West,GTX,5482
345,ID3IJHUS,Markita Hansen,MG Advanced,Xx-holding,Won,2017-01-10,2017-03-11,3820.0,60.0,Q1 2017,Finance,7537.24,20293,United States,Enterprise,Celia Rouche,West,MG,3393
